,address,sale_price,property_tax_2016,lot_size,square_feet,main_sqft,zillow_bedrooms,plumbing,year_built,type,neighborhood,zillow_finished_sqft,elementaryschool,segments,is_condo,roof,exteriormaterial,parkingtype,heatingsystem,coolingsystem,architecture,homedescription,on_zillow,sale_month_key
3602,15626 NE TILLAMOOK ST,320000,4634.59,4546,1541,1541,2,2.0,1989,1 STY,WILKES COMMUNITY GROUP,1541,,4,0,Composition,,,Forced air,Central,,"Popular Bayview floor plan.Well maintained and M/I ready!Come see all the wonderful features! Vaulted ceiling,open& Spacious.,a home to enjoy& gather wth family& friends.Grt kit wth eating area,lg master suite,cov patio,S/P beautiful 55+ Community.Libry,fitness cntrs,pool,tennis,fun activities,wlkng paths,EZ access to shoppng,freeway,airport. Glendoveer Golf,Pets arewelcome.$1500 one time trans fee.",1,23
3603,15628 NE SUMMERPLACE DR,350000,4906.98,6596,1708,1708,3,2.0,1991,1 STY,WILKES COMMUNITY GROUP,1708,margaret scott,4,0,Composition,Vinyl,Garage - Attached,Forced air,Central,Ranch / Rambler,"Spacious one level in 55+ community of Summerplace. Popular Edgewater plan with 3 bedrooms. Brand new roof & carpet. Newly painted inside. Kitchen with eating nook, built-in desk, under cabinet lighting. Vaulted ceilings, spacious living room with lots of windows. Laundry room with utility sink. Gas furnace, central air. Private back yard. This home just feels good! One time $1,500 move in fee. $265 per year per person HOA fee.",1,27
3604,15632 NE STANTON ST,335000,4584.01,8718,2184,1568,4,3.0,1976,1 STY W/BSMT,WILKES COMMUNITY GROUP,2184,margaret scott,5,0,Composition,Vinyl,Garage - Attached,Heat Pump,,,"Very spacious 4 BR/3 Bath Tri Level with vinyl windows, 3 year old H20 Heater, and architectural roof.  Vaulted ceiling in living room, nook in kitchen formal dining room. Move in ready. Close to Glendoveer golf and walking, I84, Blue Lake,minutes to the airport and an awesome neighborhood!",1,28
3606,1570 NE 137TH AVE,345000,3497.71,7504,1718,1718,3,2.0,1981,1 STY,PARKROSE,1718,russell,3,0,Composition,,Garage - Attached,Forced air,None,,"Spacious 1 level Ranch with lots of recent upgrades. All new trim, molding, doors and lighting fixtures. New berber carpet throughout most of home, with new flooring in kitchen, dining room, eating area and entryway.Freshly painted interior. Both bathrooms recently remodeled. Eating area off kitchen flows into large family room with fireplace.Separate laundry room plus O/S dbl garage.",1,29
3607,15701 NE FREMONT ST,294000,4707.46,7010,1846,1846,2,2.5,1984,1 STY,WILKES COMMUNITY GROUP,1846,,4,0,Composition,Brick,Garage - Attached,Forced air,Central,Ranch / Rambler,"Unique 2 Bedroom Ranch! Formal Living Room. Open Kitchen w/Island + Plenty of Cabinet Storage! Large Master Suite w/Attached Office/Nursery, Walk-in Closet + Bath w/Clawfoot Tub & Separate Shower. Family Room w/Fireplace & French Doors to Backyard w/Deck. 2 Car Garage. Central Air. Great Curb Appeal in Quiet Neighborhood!",1,23
3609,15721 NE EVERETT CT,274900,2950.2,4090,1656,664,4,2.5,2008,2 OR MORE STY,CENTENNIAL COMMUNITY ASSOCIATION,1656,,5,0,,,,,,,Built in 2008 with 4 bedrooms 2.5 baths plus kitchen is open to casual dining area with patio access. Attached garage with lots of space in this home that is sited on a quiet neighborhood street. First time buyers can request Up To 3% Closing Cost Assistance.,1,23
3610,15722 NE BROADWAY,290000,3462.6,7400,1735,1155,3,2.0,1965,1 STY W/BSMT,WILKES COMMUNITY GROUP,1735,,6,0,Composition,Vinyl,Garage - Attached,Forced air,Central,Ranch / Rambler,"This is a beautiful ranch-style home that is located in a highly sought after neighborhood. It has 3 Bedrooms, 2 Full Baths and 2 Bonus Rooms. The main floor has 3 bedrooms and 1 full bath. It has beautiful newly refinished original hardwood flooring throughout and a spacious kitchen with tile flooring. This house has a finished basement with two open bonus rooms that have Brazilian Cherry laminate flooring. (It would make for the perfect man-cave! Or a 4th Bedroom!) The basement also has a bathroom with tile flooring/shower and a laundry room. The outside has a nice sized fenced-in backyard with a covered patio and also a 5' x 8' Tuff Shed. The house also comes with a huge 400 sqft. double-car garage. This beautiful home is walking distance to the Glendoveer Golf Course and Fitness Trail.  It is located in a very quiet neighborhood with lots of street parking. Only 76 miles to Mt. Hood and 89 miles from the Oregon Coast. Close to TriMet and Max Train. Minutes to all major freeways.",1,21
3611,15724 NE KNOTT ST,347505,4811.76,5831,1647,1647,2,2.0,1989,1 STY,WILKES COMMUNITY GROUP,1647,,5,0,Composition,Wood,,Forced air,Central,Contemporary,"Wonderful Meadows floor plan in Summerplace, 55+ community.  Private courtyard. Tiled entry. Open, vaulted living rm.. Covered patio off family rm and off master bedroom. Light and bright! Premier lot on largest greenbelt. New roof, carpet; Newer furnace, stove, micro, refrigerator. Family rm off kitchen. Meticulously taken care of and move-in ready. Low maintenance yard.",1,27
3612,15725 NE KNOTT ST,218000,3887.47,4916,1122,1122,2,2.0,1989,1 STY,WILKES COMMUNITY GROUP,1122,,4,0,,,,,,,"Lowest price detached home in Summerplace! Needs work (paint,  carpet,  appliances,  etc). Could be lovely home - lots of natural light streams thru LR windows,   large master suite,   private lo-maint yard,   corner lot. Enjoy resort-like amenities: pool,   tennis,   fitness center,   spa,   walking trails.. all in a beautiful 55+ community. Nearby Glendoveer Golf.",1,21
3614,15732 NE ROSE PKWY,385000,5755.75,12000,2726,1386,4,3.0,1977,1 STY W/BSMT,WILKES COMMUNITY GROUP,2726,,6,0,Composition,Cement / Concrete,Garage - Attached,Forced air,Central,Split-level,"Split Level, Modern Colonial",1,23
3615,15741 NE HANCOCK ST,299000,4199.4,7008,1655,1187,3,2.0,1987,2 OR MORE STY,WILKES COMMUNITY GROUP,1655,,6,0,,,,,,,,1,24
3616,15746 NE FARGO CT,369900,5117.09,7924,2455,1277,4,2.5,1977,2 OR MORE STY,WILKES COMMUNITY GROUP,2455,,5,0,Composition,Wood,,Forced air,Central,,"Beautiful custom built in very nice neighborhood, quiet street. Very nice detail remodel jobs. High & vaulted ceiling, beam, custom steps. Two fireplaces, huge living & family room, formal dining room & nook, four bedrooms plus office on main. Huge vaulted master with suit. Slab granite all tops, stainless appliances. Huge oversized two car garage. Gas & air conditioning system. Nice corner lot with beautiful landscaping an many more.",1,25
3617,15803 NE THOMPSON CT,330000,4206.37,4346,1466,1466,3,2.0,1991,1 STY,WILKES COMMUNITY GROUP,3,,3,0,,,,,,,,0,23
3618,15805 NE EUGENE ST,302250,4323.18,4429,1433,1433,2,2.0,1992,1 STY,WILKES COMMUNITY GROUP,1433,,3,0,,,,,,,,1,23
3619,15807 NE SACRAMENTO ST,339000,4687.9,6048,1576,1576,3,2.0,1993,1 STY,WILKES COMMUNITY GROUP,1576,margaret scott,5,0,,Vinyl,Garage - Attached,Forced air,Central,,,1,31
3621,15821 NE ROSE PKWY,375000,5003.14,11659,2608,1694,4,3.0,1967,1 STY W/BSMT,WILKES COMMUNITY GROUP,2064,,5,0,Composition,Wood,Garage - Attached,Forced air,Central,Ranch / Rambler,"Spacious daylight ranch on .27 acre lot.Open and updated kitchen with flexible eat-in space. Fab ""master on the main"" floor plan with formal living room and dining room.  Big deck across the back is accessed though sliders in the kitchen and living room. Family room downstairs with access to the patio and yard. Plus two bedrooms and a third bath. New roof 2016, new carpet 2016,water main 2015.",1,25
3622,15843 NE THOMPSON CT,260005,3538.11,7934,1336,1336,3,2.0,1979,1 STY,WILKES COMMUNITY GROUP,1336,,5,0,Composition,Wood,On-street,,Central,Ranch / Rambler,"Nice Ranch style home with super location & a corner lot! Formal LR + roomy family room with fireplace. U-shaped kitchen with nice cabinets, updated counters-tops with tiled backsplash, & newer vinyl flooring. Newer furnace and roof. A/C for summertime cooling! O/S double car garage with room for storage cabinets! Possible RV parking. Full-length covered patio in fenced backyard + storage shed. You will love the spacious backyard!",1,21
3623,15858 NE DAVIS ST,299000,1341.88,4320,1689,744,4,2.5,2007,2 OR MORE STY,CENTENNIAL COMMUNITY ASSOCIATION,1689,,6,0,Composition,Cement / Concrete,Garage - Attached,Forced air,,,"A Charming Comfortable Home features 4 Bedrooms, 2.1 Baths, Living Room with Cozy Gas Fireplace, Alder Cabinetry, Large Master Suite with Master Bath, Long Driveway could fit 5, 6 cars. Easy Access to I-205, I-84, Bus Line, Golf Course and all modern conveniences. This well kept home won''t last long. Buyer to verify all information.",1,20
3624,15884 NE HOLLADAY ST,328482,3493.53,7500,1031,1031,3,2.0,1981,1 STY,WILKES COMMUNITY GROUP,1472,,5,0,,,,,,,,1,20
3625,15893 NE HOLLADAY ST,305000,3377.96,7670,1230,1230,3,2.0,1982,1 STY,WILKES COMMUNITY GROUP,1690,glenfair,5,0,Composition,Vinyl,,Forced air,Wall,,"Custom Built & Remodeled Home with a Beautifully Updated Kitchen, Huge Family Room, Formal Dining Room with lots of room for Families & Large Gatherings.3rd Bedroom has an attached Office, Sewing Room or ?? Corner Lot with Parking for a Huge RV. Newer Carpeting, Laminate Flooring, Doors, Vinyl Windows, Ceiling Fans & Hot Water Heater.  Beautiful Back Yard with a Large Covered Patio, Pond, Green house, Shop & Outbuildings",1,28
3627,15901 NE HANCOCK ST,325000,4269.72,7008,1612,882,3,2.5,1987,2 OR MORE STY,WILKES COMMUNITY GROUP,1612,,4,0,,,,Forced air,,,"Seller will review all offers on April 12, 2017. Nice home on quiet street in desirable neighborhood. Fenced backyard with pond and sprinkler system. Gas fireplace, security system and central air. Master suite with walk-in closet and bathtub. Upstairs hall bath has skylight and tub. Newer roof, new carpet, and RV parking.",1,30
3628,15902 NE MORRIS ST,340000,3912.06,8100,1672,1672,4,1.5,1965,1 STY W/BSMT,WILKES COMMUNITY GROUP,1912,,6,0,,,,Forced air,,,"Desirable Wilkes Neighborhood w/easy commute to Gresham city center, airport and I-84. House sits above the road with mature, well cared for landscaping and covered deck yard patio. Large master suite including bonus room. Remodeled master bath with heated floors. Incredible kitchen with custom cabinets. Butlers pantry with additional kitchen area. Lots of room.",1,20
3630,15922 NE SISKIYOU ST,343000,4529.1,8574,2056,1336,4,3.0,1976,1 STY W/BSMT,WILKES COMMUNITY GROUP,2056,,5,0,Composition,Wood,Garage - Attached,Forced air,Central,Split-level,"Don't miss this lovely classic tri-lev home on a beautiful street of like well maint homes & manicured lawns. Northern /seasonal mt view, spacious living room w/gas fireplace. Kitchen w/granite counter tops, newer dishwasher & slate floor, din area w/slider, private yard w/cov patio, family room w/lam floor & separate entry, utility room, & 4th bdrm, newer roof, gas furnace, central air, water heater & insulation. 2 car garage w/opener.",1,26
3632,15925 NE ROSE PKWY,385000,4551.76,9000,2732,1432,6,3.0,1963,1 STY W/BSMT,WILKES COMMUNITY GROUP,2732,,6,0,Tile,Wood,,Forced air,Central,,"Well-maintained & cared for long-time family home. SPACIOUS DAY-LITE DAYRANCH with rare 6 bdrms. Beautiful hardwoods under current carpet on main. Master Bdrm w/bath. Access to patio/ covered deck to view large,private, bkyd. Remodeled kitchen w/eating area.New gas furnace. In need of some cosmetic updates but solid as they come. Attached DBL garage. Great value  with 2700+ square feet.",1,20
3633,15930 NE RUSSELL ST,269000,3360.95,8103,1136,1136,4,1.0,1979,1 STY,WILKES COMMUNITY GROUP,1136,margaret scott,3,0,,,,,,,,1,22
3634,15933 NE SISKIYOU ST,411500,5232.67,9399,2920,1570,7,2.5,1977,1 STY W/BSMT,WILKES COMMUNITY GROUP,2920,margaret scott,7,0,Composition,Wood,,Forced air,Central,,"Spacious & move-in-ready dayranch w/large lot in nice maintained neighbrhd!Nrly 3000SF w/7 bdrms & 4 full bths! Feats: exposed beam ceilings,wd burning fp,lots of windows,updated bthrms, covered deck,patio, fenced lot & lots of privacy! Also enjoy huge 2-car garage, formal family rm & living rm & views of the open green space! Must see this beauty! Spacious & room for everyone!",1,20
3635,16007 NE SISKIYOU ST,419950,5584.57,8542,3314,1764,4,3.0,1976,1 STY W/BSMT,WILKES COMMUNITY GROUP,3314,margaret scott,8,0,Composition,,On-street,Forced air,Central,,"Mid-Century Daylight Ranch w/Master on Main. Popular Menashe-built home & floorplan. Recent upgrades throughout includes; windows, leaf-guard gutters, siding, furnace & deck.The basement is finished & features second living/bonus room, office/den & laundry room. There is an abundance of storage throughout both levels of home.Very private backyard which backs to quiet greenspace with seasonal views towards Mt St. Helens. Welcome home.",1,27
3636,16008 NE HANCOCK ST,234900,3867.7,8456,1314,1314,3,2.0,1988,1 STY,WILKES COMMUNITY GROUP,1314,,3,0,Shake / Shingle,Wood,Garage - Attached,Forced air,Other,Ranch / Rambler,,1,22
3637,16011 NE HALSEY ST,195000,1627.95,4922,814,814,2,1.0,1952,1 STY,WILKES COMMUNITY GROUP,814,margaret scott,6,0,,,Garage - Detached,,,Ranch / Rambler,"Affordable 2 bedroom home close to Glendoveer and mass transit. Wall to wall carpet greets you in the living room, with nice laminate floors in the kitchen and bathroom. Two car garage offers plenty of parking and storage. Convenient to shopping areas and great freeway access for a quick commute to Portland.",1,24
3638,16020 NE STANTON ST,292000,3945.42,9100,1770,1770,3,2.0,1961,1 STY,WILKES COMMUNITY GROUP,1770,scott,5,0,Composition,Vinyl,Garage - Attached,Forced air,Central,,"New Price! Single-level 60's home in quiet neighborhood! This is one of the good ones with oak floors throughout, vinyl win, spacious living and dining each with FP, classic kitchen with nook. Master bedroom has full bathroom. XL bedrooms. 3rd could be used as family or bedroom with built-ins and slider to covered patio. Ideal backyard space with yard and shed. Forced-air gas heat & A/C. Double garage. Good roof. Move in ready!",1,31
3639,16057 NE EVERETT CT,237900,2972.35,8106,1064,1064,3,1.5,1979,1 STY,CENTENNIAL COMMUNITY ASSOCIATION,1064,,3,0,Composition,Vinyl,,Baseboard,None,,"This little oasis is well maintained with 3 bedrooms and 1.1 baths.  Sitting on a cul-de-sac with small patio & fenced yard, this house offers tranquility and privacy.  Features include living room w/fireplace, dining area, updated windows,& master bedrm w/half bath.  The 2 car garage & a tool shed offer add''l storage.  Enjoy traditional living surrounded by trees & convenient to Max. Workbench, heater & compressor excluded from Sale.",1,25
3640,16065 NE HOLLADAY ST,210000,1777.2,9700,1008,576,1,1.0,1944,1 STY,WILKES COMMUNITY GROUP,996,glenfair,5,0,Composition,Vinyl,Off-street,Heat Pump,Other,Ranch / Rambler,"Glendoveer Cottage has been lovingly remodeled. Open floor plan helps take advantage of the light. New windows, flooring & newer roof. Stainless Steel appliances are included. Just a few short steps away, unfinished 420sqft space (included in total sqft) with a gas line & separate water heater, enough for office or second bedroom. 9700sqft lot is fully fenced with mature trees. Great home for 1st time buyer or condo alternative",1,23
